"id","name","sub_title","preparation_method","nut_recommend","comment","minutes","meal_types","ingredients"
"370","קציצות עדשים אדומות מהירות הכנה","","מניחים את העדשים בקערה ומכסים במים רותחים. משהים לחצי שעה ומסננים. מחזירים לקערה. \r\nמוסיפים לעגשים את כל החומרים מלבד השמן ומערבבים היטב. מאחסנים במקרר למשך חצי שעה לפחות, לאיחוד טעים והתייצבות.\r\nיוצקים מעט שזמן זית למחבת ומחממים מעל להבה בינונית - גבוהה. יוצרים מהתערובת קציצות בידיים רטובות או בעזרת שתי כפות ומטגנים 3-5 דקות מכל צד להזהבה. מגישים חם.","","ניתן להחליף שמן זית בשמן קנולה","25","ארוחת צהריים, ארוחת ערב","אבקת קארי, ביצי תרנגולות (חלבון וחלמון), בצל, גלוטן, חיטה, חלבון הביצה, חלמון הביצה, כוסברה, כורכמין (E100), עדשים, צ\'ילי הברינו, צ\'ילי קאיין"
"371","עוגת גבינה קלאסית","","1. מכינים את הבצק: מנפים למכל של מעבד המזון קמח, אבקת אפייה ומלח. מוסיפים סוכר, חמאה וקליפת לימון מגוררת, ומעבדים בפולסים לתערובת פירורית עדינה. טורפים את הביצה עם תמצית הווניל, ומוסיפים למכל יחד עם כף מיץ לימון. מעבדים לבצק אחיד שמתאסף מסביב ללהבים - מוסיפים עוד ממיץ הלימון לפי הצורך, כדי לקבל בצק רך אבל לא דביק.\r\n2. משמנים היטב תבנית קפיצית עגולה בקוטר 24 ס\"מ, ומרפדים את תחתיתה בנייר אפייה. משטחים את הבצק על התחתית ועל הדפנות של התבנית עד למרחק 1 ס\"מ מהשפה (מקפידים על עובי שכבה אחיד גם בחיבור בין הבסיס לדפנות). דוקרים את התחתית במזלג במספר מקומות, ומכניסים את התבנית למקפיא ל־15 דקות.\r\n3. מחממים את התנור לחום בינוני־גבוה (200 מעלות), כשתבנית מתכת שטוחה מושחלת במדף השני מלמטה.\r\n4. מכינים את המלית. מערבלים יחד במעבד המזון גבינת כנען, גבינה לבנה ו־¾ כוס סוכר לתערובת חלקה מאוד. (כדי להבטיח מרקם חלק, חייבים לערבל את הגבינות במעבד מזון או בממחה. מיקסר לא יעשה את העבודה. אין צורך לרחוץ את המכל בין הכנת הבצק להכנת המלית.) מוסיפים את החמאה הרכה ומערבלים היטב. מוסיפים קורנפלור, חלמונים, תמצית וניל ומיץ לימון ומערבלים לתערובת חלקה ואחידה.\r\n5. מקציפים את חלבוני הביצים לקצף יציב בקערה גדולה. מוסיפים את רבע כוס הסוכר הנותרת בהדרגה, תוך הקצפה, וממשיכים להקציף לקצף גמיש ומבריק. יוצקים את תערובת הגבינה לקערת הקצף, ומאחדים אותה עם הקצף בתנועות קיפול במרית.\r\n6. מוציאים את קלתית הבצק מהמקפיא, ויוצקים לתוכה את תערובת הגבינה. מטלטלים מעט את התבנית, כדי לפלס את פני הגבינה. מניחים את התבנית העגולה על התבנית החמה שבתנור. סוגרים את דלת התנור, ומנמיכים את חום התנור לבינוני־נמוך (160 מעלות). אופים במשך 50-45 דקות, עד ששולי הבצק מזהיבים, שולי העוגה יציבים והמרכז עדיין רוטט מעט. מכבים את התנור ומשאירים את העוגה בתנור הכבוי למשך 30 דקות. מוציאים את העוגה מהתנור ומצננים על רשת מתכת. מכסים ומכניסים למקרר למשך לילה לפחות. לפני ההגשה מנפים על העוגה אבקת סוכר.","","העוגה מתאימה לתבנית בקוטר 24 ס\"מ.","30","תוספת, קינוחים","ביצי תרנגולות (חלבון וחלמון), גלוטן, וניל, חיטה, חלבון הביצה, חלמון הביצה, לימון, מוצרי חלב (פרה) - לא להשתמש!, קנה סוכר, תירס, תירס מתוק"
"372","עוגת גבינת עיזים","","מחממים את התנור לחום בינוני-נמוך 160) מעלות).\r\nבקערת מיקסר מקציפים מעט את החלמונים עם 1/2 כוס סוכר, רק עד לקבלת תערובת בהירה. במהירות נמוכה ובהדרגה מוסיפים את הגבינה, כוס אחת בכל פעם, עד לקבלת תערובת אחידה. מוסיפים את הרום, הקמח, גרידת ומיץ הלימון והווניל, ומקציפים במהירות נמוכה, רק עד לקבלת תערובת קרמית אחידה. .\r\nבקערת מיקסר נקייה מקציפים את החלבונים עם המלח במהירות בינונית, עד לקבלת קצף. מוסיפים את 1/2 כוס הסוכר הנותרת בהדרגה וממשיכים להקציף במהירות בינונית-גבוהה, עד לקבלת קצף יציב וגמיש. מקפלים את החלבונים לתערובת הגבינה בפעמיים. \r\nמעבירים לתבנית קפיצית בקוטר 24 ס\"מ, משומנת ומרופדת בנייר אפייה בתחתית, ועטופה מבחוץ פעמיים בנייר אלומיניום עבה. מניחים אותה בתבנית גדולה יותר. יוצקים בזהירות מים חמים לתבנית הגדולה, עד לגובה מחצית מגובה תבנית העוגה. מכסים את שתי התבניות בנייר אלומיניום ומכניסים לתנור. אופים 40-35 דקות, או עד שהעוגה מתחילה לתפוח וכמעט יציבה במרכז. מסירים את נייר האלומיניום ואופים עוד 10 דקות, או עד שהעוגה יציבה לגמרי. \r\nמוציאים מהתנור ומצננים בתבנית עם המים מספר דקות. מסירים את התבנית עם העוגה ומצננים צינון מלא על רשת. מניחים במקרר ללילה. למחרת מסירים את הקפיץ, פורסים בסכין טבולה במים חמים ומנוגבת, ומגישים.","לרוב, תהליך העיכול של חלב עיזים קל יותר.","שימו לב! בעוגה זו חשוב לנקז את מי הגבינה יום אחד לפני הכנתה - כמות הגבינה שצריכה להתקבל אחרי ניקוז המים הינה 750 גרם. ","30","תוספת, קינוחים","ביצי תרנגולות (חלבון וחלמון), גלוטן, וניל, חיטה, חלבון הביצה, חלמון הביצה, לימון, עיזים: חלב וגבינה, קנה סוכר"
"373","עוגת גבינת עיזים ללא גלוטן","","מחממים את התנור לחום בינוני-נמוך 160) מעלות).\r\nבקערת מיקסר מקציפים מעט את החלמונים עם 1/2 כוס סוכר, רק עד לקבלת תערובת בהירה. במהירות נמוכה ובהדרגה מוסיפים את הגבינה, כוס אחת בכל פעם, עד לקבלת תערובת אחידה. מוסיפים את הרום, הקמח, גרידת ומיץ הלימון והווניל, ומקציפים במהירות נמוכה, רק עד לקבלת תערובת קרמית אחידה. .\r\nבקערת מיקסר נקייה מקציפים את החלבונים עם המלח במהירות בינונית, עד לקבלת קצף. מוסיפים את 1/2 כוס הסוכר הנותרת בהדרגה וממשיכים להקציף במהירות בינונית-גבוהה, עד לקבלת קצף יציב וגמיש. מקפלים את החלבונים לתערובת הגבינה בפעמיים. \r\nמעבירים לתבנית קפיצית בקוטר 24 ס\"מ, משומנת ומרופדת בנייר אפייה בתחתית, ועטופה מבחוץ פעמיים בנייר אלומיניום עבה. מניחים אותה בתבנית גדולה יותר. יוצקים בזהירות מים חמים לתבנית הגדולה, עד לגובה מחצית מגובה תבנית העוגה. מכסים את שתי התבניות בנייר אלומיניום ומכניסים לתנור. אופים 40-35 דקות, או עד שהעוגה מתחילה לתפוח וכמעט יציבה במרכז. מסירים את נייר האלומיניום ואופים עוד 10 דקות, או עד שהעוגה יציבה לגמרי. \r\nמוציאים מהתנור ומצננים בתבנית עם המים מספר דקות. מסירים את התבנית עם העוגה ומצננים צינון מלא על רשת. מניחים במקרר ללילה. למחרת מסירים את הקפיץ, פורסים בסכין טבולה במים חמים ומנוגבת, ומגישים.","לרוב, תהליך העיכול של חלב עיזים קל יותר.\r\nשימו לב! קמח ללא גלוטן יכול להיות על בסיס קמח אורז, קמח סויה, קמח תירס, קמח טפיוקה ושילובים ביניהם. שימו לב בהתאם לתוצאות הבדיקה אילו מהקמחים מתאימים לכם ביותר. ","שימו לב! בעוגה זו חשוב לנקז את מי הגבינה יום אחד לפני הכנתה - כמות הגבינה שצריכה להתקבל אחרי ניקוז המים הינה 750 גרם.\r\nניתן לקשט את העוגה בפירות יער או פירות עונתיים אחרים.\r\n","30","תוספת, קינוחים","ביצי תרנגולות (חלבון וחלמון), וניל, חלבון הביצה, חלמון הביצה, לימון, עיזים: חלב וגבינה, קנה סוכר"
"374","עוגת גבינה ללא גלוטן","","מחממים תנור ל180 מעלות ומשמנים קלות תבנית מלבנית קטנה בגודל 20X30 (אם מרפדים את התבנית בנייר אפיה- אין צורך לשמן).\r\n\r\n2. מערבבים בקערה את כל חומרי העוגה בעזרת כף עד לתערובת אחידה: ביצים, סוכר, גבינה לבנה, שמנת חמוצה, תמצית וניל, קליפת לימון וקורנפלור. יוצקים את התערובת לתבנית ומכניסים לתנור (שחומם מראש ל180 מעלות) במשך 35 דקות.\r\n\r\n3. באותה קערה מערבבים את חומרי הציפוי: שמנת חמוצה, תמצית וניל וכף סוכר. לאחר 35 דקות אפיה, מוציאים בזהירות את העוגה מהתנור, יוצקים מעליה בצורה אחידה את ציפוי השמנת ומחזירים לתנור. מנמיכים ל160 מעלות וממשיכים לאפות במשך 15 דקות. מכבים את התנור ומשאירים את העוגה בפנים במשך כחצי שעה. לאחר מכן מוציאים את העוגה ומניחים לה להתקרר לטמפ\' החדר.\r\n\r\nלאחר שהתקררה עוטפים בנייר כסף ומכניסים למקרר למשך כ-3 שעות לפחות לפני ההגשה.","מתכון שלא מכיל גלוטן - אין פירושו שהוא דיאטטי או מכיל פחות סוכרים. על כן, מומלץ להקפיד על אכילת פרוסת עוגה קטנה.","חשוב לתת לעוגה להצטנן לגמרי טרם הכנסתה למקרר על מנת שמרקם העוגה לא ייפגע.","40","תוספת, קינוחים","ביצי תרנגולות (חלבון וחלמון), וניל, חלבון הביצה, חלמון הביצה, מוצרי חלב (פרה) - לא להשתמש!, קנה סוכר, תירס, תירס מתוק"
"375","עוגת \"גבינה\" טבעונית","","משרים 1 כוס אגוזי קשיו במי ברז למינימום 6 שעות ועד לילה שלם (אפשר גם להשרות במים רותחים לשעה אחת בלבד). מסננים את הקשיו וטוחנים בבלנדר יחד עם 225 גר\' גבינת טופוטי (ממרח סויה בסגנון גבינה), פחית קרם קוקוס אחת ו-2/3 כוס סוכר - עד שנוצר קרם חלק לחלוטין (אם מכינים בפוד פרוססור טוחנים בלי קרם הקוקוס קודם, כדי שלא יצא גרגרי). \r\nמוסיפים 1 כפית תמצית וניל, קליפה מגוררת דק מלימון אחד, ו-2 כפות מיץ לימון. מוסיפים גם 2 כפות שטוחות קורנפלור וטוחנים לבלילה חלקה.\r\nטוחנים ביסקוויטים לפירורים דקים. מערבבים עם 3 כפות מבלילת הגבינה. משטחים לשכבה אחידה והדוקה בתחתית של תבנית בגודל 20X20 ס\"מ. אופים את הבצק על 180 מעלות כ-8 עד 10 דק\' או עד שזהוב. \r\nמוזגים את הבלילה מעל הבצק, ואופים על 160 מעלות כ-30 עד 40 דק\', או עד שהבלילה משחימה קלות בשוליים ורוטטת קלות במרכז כשמטלטלים אותה. מצננים לחלוטין לטמפרטורץ החדר ומעבירים למקרר ל-4 שעות לפחות לפני שטועמים. שומרים את העוגה במקרר.","","ניתן לקשט בגרידת לימון, פירות טריים, פרחים למאכל ואף עלי נענע.","40","נשנוש, תוספת, קינוחים","גלוטן, וניל, חיטה, לימון, פולי סויה, קוקוס, קנה סוכר, קשיו, תירס, תירס מתוק"
"376","עוגת \"גבינה\" טבעונית ללא גלוטן","","משרים 1 כוס אגוזי קשיו במי ברז למינימום 6 שעות ועד לילה שלם (אפשר גם להשרות במים רותחים לשעה אחת בלבד). מסננים את הקשיו וטוחנים בבלנדר יחד עם 225 גר\' גבינת טופוטי (ממרח סויה בסגנון גבינה), פחית קרם קוקוס אחת ו-2/3 כוס סוכר - עד שנוצר קרם חלק לחלוטין (אם מכינים בפוד פרוססור טוחנים בלי קרם הקוקוס קודם, כדי שלא יצא גרגרי). \r\nמוסיפים 1 כפית תמצית וניל, קליפה מגוררת דק מלימון אחד, ו-2 כפות מיץ לימון. מוסיפים גם 2 כפות שטוחות קורנפלור וטוחנים לבלילה חלקה.\r\nטוחנים ביסקוויטים ללא גלוטן לפירורים דקים. מערבבים עם 3 כפות מבלילת הגבינה. משטחים לשכבה אחידה והדוקה בתחתית של תבנית בגודל 20X20 ס\"מ. אופים את הבצק על 180 מעלות כ-8 עד 10 דק\' או עד שזהוב. \r\nמוזגים את הבלילה מעל הבצק, ואופים על 160 מעלות כ-30 עד 40 דק\', או עד שהבלילה משחימה קלות בשוליים ורוטטת קלות במרכז כשמטלטלים אותה. מצננים לחלוטין לטמפרטורץ החדר ומעבירים למקרר ל-4 שעות לפחות לפני שטועמים. שומרים את העוגה במקרר.","","ניתן לקשט בגרידת לימון, פירות טריים, פרחים למאכל ועלי נענע.\r\nשימו לב! ביסקוויטים ללא גלוטן יכולים להכיל מזונות שיצאו אליהם רגישות בבדיקה. מומלץ לקרוא ברשימת הרכיבים של המוצר אותו קונים מה הוא מכיל, ולוודא שאין חשיפה למזונות אליהם יצאה רגישות בבדיקה.","40","נשנוש, תוספת, קינוחים","גלוטן, וניל, חיטה, לימון, פולי סויה, קוקוס, קנה סוכר, קשיו, תירס, תירס מתוק"
"377","מאפינס טחינה טבעוני","","מחממים תנור ל-180 מעלות.\r\nבקערה גדולה מערבבים טחינה וסוכר. מערבבים את רסק התפוחים ומערבבים שוב.\r\nבקערה נפרדית מערבבים בין הקמח לבין הסודה לשתיה ומנפים לקערה עם הטחינה, הסוכר והרסק.\r\nמערבבים עד שהקמח נטמע בתערובת, ולא מעבר לכך כדי לשמור על מרקם עסיסי.\r\nממלאים גביעי נייר וסיליקון ב-3/4 גובה.\r\nאופים למשך 10 דקות.","טחינה מהווה מקור מצוין לשומן חד בלתי-רווי. מומלץ להעדיף צריכה של טחינה משומשום מלא שעשירה יותר בחלבון, סידן וויטמינים מקבוצת B. ","ניתן להוסיף פירות - חמוציות מיובשות, אוכמניות ופטל או להוסיף אגוזים - שקדים, זרעי חמניה, דלעת, קשיו, לוז (בהתאם לתוצאות הבדיקה).","30","ארוחת בוקר, נשנוש, תוספת, קינוחים","גלוטן, כוסמין, סומסום, קנה סוכר, תפוח עץ"
"378","מאפינס טחינה טבעוני ללא גלוטן","","מחממים תנור ל-180 מעלות.\r\nבקערה גדולה מערבבים טחינה וסוכר. מערבבים את רסק התפוחים ומערבבים שוב.\r\nבקערה נפרדית מערבבים בין הקמח לבין הסודה לשתיה ומנפים לקערה עם הטחינה, הסוכר והרסק.\r\nמערבבים עד שהקמח נטמע בתערובת, ולא מעבר לכך כדי לשמור על מרקם עסיסי.\r\nממלאים גביעי נייר וסיליקון ב-3/4 גובה.\r\nאופים למשך 10 דקות.","טחינה מהווה מקור מצוין לשומן חד בלתי-רווי. מומלץ להעדיף צריכה של טחינה משומשום מלא שעשירה יותר בחלבון, סידן וויטמינים מקבוצת B. ","ניתן להוסיף פירות - חמוציות מיובשות, אוכמניות ופטל או להוסיף אגוזים - שקדים, זרעי חמנייה, דלעת, קשיו, לוז (בהתאם לתוצאות הבדיקה).","30","ארוחת בוקר, נשנוש, תוספת, קינוחים","סומסום, קינואה, קנה סוכר, תפוח עץ"
"379","ממרח שעועית אדומה בטעם כבד","","משרים את השעועית האדומה במי ברז למשך הלילה. מסננים ומעבירים לסיר גדול עם שפע מים (ללא מלח). מביאים לרתיחה, מנמיכים את הלהבה ומכסים. מבשלים עד שהשעועית רכה לחלוטין. \r\nמלהיטים מחבת ומוסיפים שמן זית. מטגנים את הבצלים כ-5 דקות מעל להבה גבוהה. מנמיכים את הלהבה לבינונית ומטגנים כ-10 דקות נוספות תוך כדי ערבוב, עד שהבצלים משחימים היטב אך לא שרופים. מניחים להתקרר. \r\nמניחים את כל המרכיבים במיכל של מעבד מזון וטוחנים עד שמתקבל ממרח אחיד ועדיין מעט גרגרי. אם מעדיפים ממרח חלק לחלוטין, יוצקים עוד שמן זית תוך כדי טחינה, עד לקבלת המרקם המבוקש. ","השעועית האדומה עשירה מאוד בחלבון, כ 16- גר\' חלבון לכוס. עשירה מאוד בסיבים מסיסים -  66% מהתצרוכת הימית המומלצת. הסיבים תורמים לתחושת שובע , איזון הסוכר והפחתת כולסטרול. ","","120","תוספת","בצל, זית, פלפל, שחור, קשיו"
"380","קציצות קינואה אדומה","","מחממים כף שמן זית בסיר. מוסיפים את הקינואה וקמצוץ מלח ומטגנים כ-2 דקות תוך כדי ערבוב. מוסיפים את המים, מביאים לרתיחה, מכסים ומנמיכים את הלהבה. מבשלים כ- 15 דקות עד שהמים נספגים והקינואה מוכנה. מניחים להצטנן לטמפרטורת החדר ומעבירים לקערה. \r\nמוסיפים לקערה עם הקינואה גזר וקישוא מגורדים, שום, ביצים ומלח. מערבבים היטב. \r\nיוצקים מעט שמן זית למחבת רחבה ומחממים מעל להבה בינונית - גבוהה. מעבירים למחבת בכל פעם מעט מהתערובת בעזרת 2 כפות, ליצירת קציצה. שומרים של מרווח של כ-2 ס\"מ ביניהן. \r\nמטגנים 2-3 דקות מכל צד עד להזהבה. מעבירים לנייר סופג וממשיכים כך עד שכל הקציצות מטוגנות. מגישים חם. ","","ניתן להחליף שמן קנולה בשמן זית ","20","ארוחת צהריים, ארוחת ערב, תוספת","ביצי תרנגולות (חלבון וחלמון), גזר, חלבון הביצה, חלמון הביצה, קינואה, קישוא, שום"
"381","גרגירי חומוס ברוטב לימון ועשבי תיבול ","","מתחילים לילה מראש - משרים את גרגרי החומוס במים. מסננים, מעבירים לסיר עם שפע מים (בלי מלח) ומביאים לרתיחה. ממשיכים לבשל עד שהגרגרים רכים ומסוננים. לחילופים ניתן להשתמש בגרגרי חומוס קפואים ולהפשירם. \r\nמלהיטים סיר רחב ומוסיפים שמן זית. מטגנים את הבצל כ-2 דקות, תוך כדי ערבוב. מוסיפים קליפת לימון, פילטים של לימון, מיץ וסומאק ומערבבים. \r\nמנמיכים את הלהבה לנמוכה - בינונית וממשיכים לאדות תוך כדי ערבוב מדי פעם, כ-3 דקות נוספות. \r\nמוסיפים לסיר גרגרי חומוס ומערבבים. מוסיפים מלח ומים עד לכיסוי, מערבבים, מכסים וממשיכים לבשל יחד כ-10 דקות נוספות. מסירים מהאש. \r\nמוסיפים את עשבי התיבול ומערבבים. ניתן להגיש עם אורז לבן. ","","","60","ארוחת צהריים, ארוחת ערב, תוספת","בצל, חומוס, כוסברה, לימון, פטרוזיליה"
"382","לביבות בטטה ועדשים כתומות ","","שוטפים את העדשים ומשרים אותן בשפע מי ברז למשך 3 שעות לפחות. מסננים היטב. \r\nבינתיים, מחממים תנור ל- 200 מעלות. מניחים את הבטטות על תבנית מרופדת בנייר אפייה וצולים בתנור החם 30-40 דקות, עד שהבטטות רכות לחלוטין (בודקים בנעיצת סכין). \r\nמכינים את המטבל: מערבבים היטב את כל החומרים, טועמים ומתקנים תיבול. מאחסנים במקרר. \r\nמכינים את הלביבות: מניחים את העדשים המסוננות, בצל, שום, ג\'ינג\'ר, בצל ירוק וצ\'ילי במעבד מזון ומעבדים עד שמתקבלת מחית חלקה. מעבירים לקערה. \r\nמחלצים את התוכן מקליפת הבטטות ומוסיפים לקערה יחד עם אבקת האפייה. מערבבים היטב, טועמים ומוודאים שהתערובת מלוחה מספיק. במידת הצורך מוסיפים מלח. \r\nיוצקים שמן למחבת רחבה. יוצרים לביבות מהתערובת ומטגנים כ-2 דקות עד להזהבה. הופכים ומטגנים 2 דקות נוספות. מוציאים לנייר סופג. \r\nאפשר גם לאפות: מחממים תנור ל-220 מעלות ואופים את הלביבות בתבנית מרופדת בנייר אפייה כ- 10 דקות. \r\nמעבירים לצלת הגשה ומגישים לצב המטבל. ","","ערכים תזונתיים חושבו עם מטבל טחינה. ","120","ארוחת צהריים, ארוחת ערב, תוספת","בטטה, בצל, לימון, סומסום, עדשים, צ\'ילי הברינו, צ\'ילי הלופיניו, שום"
"383","קציצות חומוס אפויות","","מחממים את התנור ל-180 מעלות.\r\nבמעבד מזון טוחנים היטב את החומוס, ומעבירים לקערה עם הבצל הקצוץ, השום, הפטרוזיליה ושאר הרכיבים ומערבבים היטב\r\nיוצרים קציצות בגודל כדור פינג פונג ומניחים על נייר אפייה משומן\r\nאופים 12 דקות, הופכים את הקציצות ואופים 12 דקות נוספות עד שהקציצות משחימות","גרגרי חומוס הם קטניה שמכילה 20% חלבון, כמות גבוהה של סיבים תזונתיים וויטמינים מקבוצת B.","במידה ולא יצאה רגישות לגלוטן - ניתן להשתמש בפירורי לחם רגילים, שמכילים גלוטן.\r\nניתן להמיר חצי מכמות הפטרוזיליה בכוסברה קצוצה.","30","ארוחת צהריים, ארוחת ערב, נשנוש, תוספת","בצל, זית, חומוס, כורכמין (E100), כמון, לימון, סומסום, פטרוזיליה, שום, שום הבר"
"384","קציצות עדשים וסלק ללא גלוטן","","מחממים תנור ל-200 מעלות\r\nמערבבים בקערה את הסלק והבצל עם העדשים.\r\nטוחנים את השקדים ומוסיפים לתערובת.\r\nמוסיפים גם מלח ופלפל, וטוחנים את התערובת עם בלנד מוט.\r\nיוצרים קציצות ומניחים על תבנית משומנת.\r\nאופים 30 דקות, הופכים את הקציצות ואופים 10 דקות נוספות עד להשחמה.","עדשים הם קטניה עשירה בברזל ובסיבים תזונתיים.\r\nהנבטה של קטניות מעלה את הערכים התזונתיים ומאפשרת זמינות גבוהה יותר של ויטמינים ומינרלים. בנוסף, ההנבטה מקלה על תהליך העיכול ולא מחייבת בישול. לדוגמה, בעדשים המונבטות במתכון - תהליך ההנבטה גורם לריכוך של הקטנייה ואין צורך לבשל אותן טרם האכילה.","במידה והתערובת יוצאת רטובה מעט - ניתן להוסיף עוד קצת שקדים טחונים או מעט קמח חומוס.","30","ארוחת צהריים, ארוחת ערב, נשנוש, תוספת","בצל, סלק, עדשים, פלפל, שחור, שקד"
"385","עוגת שוקולד פאדג\' ב-5 מרכיבים","","מחממים תנור ל-180 מעלות.\r\nשמים בקערה את השוקולד ושמן הקוקוס וממיסים במיקרו, בפולסים של 30 שניות, ומערבבים עד שנוצר רוטב מבריק. זהירות, לא נרצה שהשוקולד יישרף!\r\nמוסיפים סוכר וטורפים מעט עד שהסוכר נבלע בתערובת.\r\nמוסיפים ביצים, בכל פעם ביצה אחת וטורפים עד שהיא נבלעת.\r\nמוסיפים קקאו מנופה ומקפלים עם לקקן רק עד שהתערובת אחידה.\r\n– מעבירים לתבנית עגולה משומנת בגודל 22  ואופים במשך 25 דקות. העוגה תשאר מעט רכה בפנים וזה בסדר. לא מדובר על בצק פירורי אלא בעוגה שמזכירה בראוניז. מצננים מעט.\r\n– ממיסים שוקולד וקרם קוקוס במיקרו ומצפים את העוגה.","העוגה עצמה יוצאת שוקולדית ומאד דחוסה, ולכן מומלץ לפרוס פרוסה דקה.","לקבלת טעם עמוק, מומלץ להשתמש בשוקולד עם אחוזי קקאו גבוהים - 60% לפחות.","35","נשנוש, תוספת, קינוחים","ביצי תרנגולות (חלבון וחלמון), חלבון הביצה, חלמון הביצה, פולי קקאו, קוקוס, קנה סוכר"
"386","בואיקוס - לחמניות גבינה","","מחממים תנור ל-200 מעלות.\r\nמערבבים יחד את כל חומרי הבצק ולשים עד לקבלת בצק רך. אם הבצק רך מדי - ניתן להוסיף מעט קמח.\r\nמחלקים את הבצק ל-30 כדורים שווים בגודלם.\r\nמקשטים כל כדור בגבינת קשקבל מגוררת, ומניחים על תבנית מרופדת בנייר אפייה.\r\nאופים כ-20 דקות עד שהבואיקוס מזהיבים.\r\n","","ניתן לקשט את הלחמניות מלמעלה גם עם קצח / שומשום (בהתאם לרגישות).","45","ארוחת בוקר, נשנוש, תוספת, סלטים","ביצי תרנגולות (חלבון וחלמון), גלוטן, חיטה, חלבון הביצה, חלמון הביצה, מוצרי חלב (פרה) - לא להשתמש!"
"387","פטריות ממולאות בניחוח שום","","מחממים תנור ל-200 מעלות.\r\nפורסים את השום לפרוסות דקות, ומערבבים בתבנית עם עלי המרווה, עגבניות שרי חצויות, מלח ופלפל.\r\nמניחים את הפטריות כשהרגל כלפי מעלה, מזלפים 1 כפית שמן זית על כל פטרייה וכמה פרוסות שום, ואופים במשך 10 דקות.\r\nמוציאים את המגש מהתנור, מוסיפים את הגבינה המגוררת מעל הפטריות ואופים עוד 15 דקות עד שהגבינה נמסה ומזהיבה.","","במקום גבינת צ\'דר ניתן להשתמש בגבינה קשה אחרת כמו פרמזן, קשקבל, בולגרית, פטה.","30","ארוחת צהריים, ארוחת ערב, נשנוש, תוספת","גבינת רנט (חלב פרה), מרווה, עגבנייה, פטריות האחו, שום, שום הבר"
"388","תפוחי אדמה אפויים ברוטב בלסמי","","מחממים תנור ל-180 מעלות.\r\nקולפים את תפוחי האדמה, חותכים לחתיכות גדולות יחסית ומבשלים בסיר עם מים רותחים במשך 10 דקות. מסננים.\r\nמסדרים את תפוחי האדמה בתבנית. מוסיפים 2 כפות שמן זית, מלח ופלפל שחור ואופים 45 דקות.\r\nבינתיים, קולפים את הבצלים ואת השום ופורסים לפרוסות דקות. \r\nלאחר 45 דקות אפייה של תפוחי האדמה, מוסיפים לתבנית את הבצל, השום, החומץ הבלסמי והופכים את תפוחי האדמה כדי שיצופו מכל הצדדים.\r\nאופים 50 דקות נוספות.\r\nמוסיפים 50 גרם חמאה וטימין ואופים 10 דקות עד השחמה.","מטעמי דיאטה או כשרות - ניתן להשמיט את החמאה. \r\nבמידה וקיימת רגישות לגלוטן - מומלץ לבדוק על תווית הבקבוק של החומץ הבלסמי שאינו מכיל גלוטן.","תפוחי האדמה מקבלים צבע שחור עמוק בזכות החומץ הבלסמי. זו מנה מצוינת כתוספת למנת בשר, דג או עוף. \r\n","120","ארוחת צהריים, ארוחת ערב, נשנוש, תוספת","בצל, זית, חלב, מבושל, חלב ( פרה), מוצרי חלב (פרה) - לא להשתמש!, ענב / צימוק, שום, שום הבר, תימין , קורנית, תפוח אדמה"
"389","לחם מקמח טף עם שיבולת שועל","","מחממים תנור ל-200 מעלות ומניחים בתוכו את תבנית הלחם לחימום.\r\nבקערה גדולה טורפים יחד קמח טף, שיבולת שועל, גרעינים, סוכר, סודה לשתייה, אבקת אפייה ומלח לתערובת אחידה.\r\nבסיר מחממים חלב ומים עד לסף רתיחה. מכבים את האש ומוסיפים פנימה יוגורט, שמן וחומץ. זה בסדר אם נוצרת תערובת גבישית.\r\nמוסיפים את תערובת החלב לתוך הקערה עם החומרים היבשים ומערבבים היטב עד קבלת בצק אחיד ודביק.\r\nמוציאים את התבנית החמה מהתנור ומברישים אותה בעדינות בשמן.\r\nמעבירים את הבצק לתוך התבנית ומשטחים בזהירות עם כף. מברישים את החלק העליון של הלחם בשמן ומפזרים מעל גרעינים.\r\nמכסים את התבנית עם המכסה או עם נייר אלומיניום ואופים במשך כ-30 דקות.\r\nמורידים את חום התנור ל-160 מעלות וממשיכים לאפות עוד 45-50 דקות.\r\nמוציאים מהתנור ומניחים ללחם להצטנן בתוך התבנית במשך 20 דקות.\r\nמוציאים מהתבנית ומצננים לחלוטין בטמפרטורת החדר.","הבצק המתקבל מאוד רך ודביק וזה בסדר. משתמשים בכף לאורך כל העבודה ולא לשים אותו.","גודל התבנית המומלץ ללחם: עומק - 11 ס\"מ, אורך - 31.5 ס\"מ, רוחב - 12 ס\"מ\r\nשומרים את הלחם עטוף היטב (אני אוהבת לפרוס אותו גם) במקפיא עד חודש. לפני ההגשה מחממים קלות בטוסטר.","90","ארוחת בוקר, ארוחת צהריים, ארוחת ערב, נשנוש, תוספת","גרעיני דלעת, גרעיני חמניה, דוחן, טף, זית, מוצרי חלב (פרה) - לא להשתמש!, קנה סוכר, שיבולת שועל"
